NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
18,F,1,1,1,3,1,502.1,589.8,600.3,573.6,660,G,F,2,N,C,D,B,A,D,C,585.16,B
17,F,1,3,1,3,,431.8,506,510.7,457,480,E,D,3,C,C,D,A,A,D,A,477.1,B
21,F,1,1,1,2,1,406.7,457,464.6,403.6,440,E,F,2,C,B,C,A,A,C,A,434.38,B
16,F,1,3,1,2,1,464.6,412.3,560.1,578,680,E,E,6,E,B,D,A,A,D,A,539,B
17,M,1,2,1,2,1,498.3,399.7,500.6,499.1,600,E,F,4,D,B,C,B,B,D,A,499.54,B
18,F,1,3,1,2,1,420.6,469.8,479.1,392.2,520,C,E,6,B,B,C,B,A,D,A,456.34,B
18,F,1,3,1,2,1,443,552.3,540.2,424.2,500,C,B,6,B,B,C,A,A,C,A,491.94,B
17,F,1,3,1,2,1,393.7,485,440.6,365.2,560,C,H,3,C,B,D,A,A,C,A,448.9,B
44,F,1,3,,2,1,339.5,404.6,436.5,457.5,0,B,B,2,B,B,B,A,A,B,A,327.62,B
18,F,1,3,1,3,1,571.4,570.3,577.5,591.6,820,E,F,4,F,E,E,B,A,E,C,626.16,B
23,M,1,3,,2,1,480.9,554,560.9,558.3,560,B,C,6,B,B,C,A,A,B,A,542.82,A
17,F,1,1,1,2,2,400.6,438.6,497.1,445.4,340,A,B,3,B,B,C,A,B,C,B,424.34,B
53,F,2,1,1,2,1,351.1,399.1,339,361.3,0,A,B,5,B,B,C,A,A,B,A,290.1,B
17,F,1,1,1,2,1,511,518.7,543.8,476.4,760,C,E,4,C,B,B,A,A,C,A,561.98,A
33,F,1,3,1,2,1,431.9,459.5,418,442.3,460,B,B,3,B,B,C,A,A,C,A,442.34,B
18,M,1,1,1,3,1,494.9,476.5,497.1,588.9,800,G,F,5,Q,E,D,C,A,E,D,571.48,B
20,F,1,3,1,2,1,399.9,471.2,478.3,569.7,600,D,E,3,B,B,C,B,B,D,B,503.82,B
18,M,1,3,1,2,1,588.7,568.2,591.4,671.1,740,E,D,3,C,B,C,A,A,C,A,631.88,B
19,M,1,3,1,2,1,516,429.4,430.5,509.3,680,E,E,6,B,B,D,A,B,D,A,513.04,B
20,F,1,3,,2,1,552.3,513.7,425.4,399.5,540,E,E,3,B,B,C,A,A,B,A,486.18,A
27,M,1,1,,2,1,435.8,405.5,475.2,362,480,C,C,4,C,C,D,A,A,E,A,431.7,A
18,F,1,3,1,2,1,370.4,413.4,391.5,461.1,220,C,C,3,B,B,B,A,A,B,A,371.28,B
18,F,0,3,1,2,1,429.3,457.2,490.5,429.7,640,E,C,6,B,B,C,A,B,C,A,489.34,B
22,F,1,3,,2,1,354.6,429.8,442.6,382.1,520,H,H,2,A,B,B,A,A,B,A,425.82,B
18,M,1,3,1,2,1,528.7,529,581.2,579.6,600,B,E,3,C,B,C,A,A,C,B,563.7,B
17,M,1,3,1,2,1,471.4,482.5,475.8,432.2,480,E,E,4,B,B,C,A,A,C,A,468.38,A
22,M,1,5,,2,1,460,388.5,434.6,416.6,380,E,E,3,B,B,C,A,A,B,A,415.94,B
17,M,1,1,1,2,2,396.1,405.5,499.7,548.7,640,E,E,3,B,B,C,A,A,B,A,498,B
18,M,1,3,1,3,,477.4,522.1,493.9,517.8,240,C,C,10,D,B,B,A,A,D,A,450.24,A
20,M,0,3,,2,1,498.8,553.4,547.4,490.6,620,G,E,2,C,B,C,A,A,C,B,542.04,B
17,F,1,3,1,3,,604.3,613,590.5,675.9,920,E,F,3,H,C,D,B,A,D,B,680.74,B
17,F,1,1,1,3,1,541.3,605.8,626.6,578.4,720,E,G,4,J,D,D,C,A,E,C,614.42,B
25,M,3,3,,2,,399.3,503.9,537.5,384.7,640,B,B,2,B,B,C,A,A,B,A,493.08,B
23,F,1,1,,2,1,463.7,483,512.5,363.4,500,C,E,3,B,B,C,A,A,C,B,464.52,B
18,M,1,1,1,3,1,596.1,606.8,600.2,700.3,760,B,E,5,D,C,C,A,B,D,A,652.68,B
20,M,2,2,1,2,,402.6,505.1,486.2,398.7,0,B,B,4,C,B,C,A,B,D,A,358.52,B
18,F,1,4,1,2,1,436,330.8,485.7,399.9,420,D,C,3,C,C,C,B,B,E,A,414.48,B
21,F,1,4,1,2,,386.9,417.2,476.3,393.2,520,B,A,3,B,B,B,A,A,D,A,438.72,B
17,M,1,3,1,2,1,456.3,457.2,462.7,463,680,B,G,5,C,B,B,A,A,B,A,503.84,A
16,F,1,1,1,2,1,430.4,464.5,380.8,402.8,400,B,D,6,B,B,C,A,B,C,A,415.7,B
17,M,1,3,1,2,1,528.8,408.9,572.4,669.9,640,E,C,5,C,C,C,B,C,D,B,564,A
18,M,1,4,1,2,1,442.1,447.5,459.4,420.1,560,H,H,6,B,B,C,A,A,B,A,465.82,B
17,M,1,2,1,2,1,516.9,476.6,454.2,434.1,660,D,C,3,A,B,B,A,A,B,B,508.36,B
20,F,1,3,1,2,1,449.9,485.7,520.6,490.8,520,D,C,5,C,B,C,A,A,C,B,493.4,B
22,M,1,1,1,2,1,483,417.8,412,429,720,H,B,5,B,B,C,A,A,B,A,492.36,A
18,F,1,3,1,2,,435.4,415.2,398.6,367.2,620,D,D,3,B,B,C,A,B,D,A,447.28,B
19,M,1,1,1,2,2,476.8,545,593.6,480.4,580,D,D,4,B,B,B,A,A,C,B,535.16,B
18,F,1,3,1,2,1,498.3,456.5,516,468.4,560,C,D,4,B,B,C,A,A,B,A,499.84,B
18,F,1,3,1,2,1,376.7,430.8,484.4,391.5,440,B,C,4,C,B,C,B,B,C,A,424.68,B
45,M,2,1,,2,1,411,423.8,443.9,414.9,220,H,A,2,B,B,C,A,B,C,A,382.72,B
17,F,1,3,1,2,2,399.1,479.7,442.6,489.2,500,B,F,3,D,B,C,B,B,D,B,462.12,B
17,F,1,1,1,2,1,369.5,392.3,502.6,367.7,560,E,E,3,B,B,C,A,A,B,A,438.42,A
18,M,1,3,1,2,,557,520.3,576.4,582.4,600,F,F,4,F,C,D,B,A,D,B,567.22,B
18,M,1,3,1,2,1,528.3,572.3,586.5,565.8,800,H,C,3,B,A,B,A,A,C,B,610.58,B
18,M,1,3,1,2,1,451.2,394.6,418.6,426,600,D,D,3,E,B,E,D,A,D,A,458.08,B
17,F,1,4,1,2,1,546.2,570.2,561.3,484.1,640,D,D,6,B,B,C,A,A,C,A,560.36,B
17,M,1,1,1,2,1,410.6,510,516.8,443.1,540,D,E,4,C,C,D,B,B,E,B,484.1,B
18,M,1,1,1,3,,483,519.2,526.8,587.1,560,G,F,4,J,C,D,B,A,B,C,535.22,B
18,F,1,3,,2,1,427.3,410.7,436.8,505.3,480,B,D,3,C,B,B,A,A,C,A,452.02,A
17,F,1,3,1,2,1,440.1,407.8,471.8,485.1,620,E,B,5,B,B,C,A,A,B,A,484.96,A
17,M,1,1,1,2,1,407.8,336.7,434.4,528.5,0,G,E,4,C,B,D,B,B,E,B,341.48,B
20,M,1,3,1,2,1,474.3,406.8,437.2,434.3,260,B,B,5,B,B,C,A,B,E,A,402.52,B
18,F,1,1,1,2,1,475.5,518.8,553.4,532.8,900,B,B,4,C,B,B,A,A,B,A,596.1,A
17,M,1,3,1,3,,581.5,570.3,559.2,513.6,580,E,G,3,D,C,D,B,B,D,B,560.92,B
18,F,1,3,1,2,1,604.2,590.7,573.7,715,680,B,C,4,B,B,C,A,A,B,A,632.72,A
17,F,1,3,1,2,1,390.3,473.7,492.7,391.8,840,E,F,3,B,C,C,A,A,B,A,517.7,A
17,M,1,3,1,2,,410.4,450.2,496.4,393.1,580,B,B,3,B,B,C,A,B,B,A,466.02,B
17,M,1,1,1,2,,393.1,488.7,448.2,457.4,360,B,E,5,C,B,D,B,B,B,B,429.48,B
18,M,1,3,1,2,,464,464.4,509,433.7,460,C,E,5,C,C,D,A,A,D,A,466.22,B
17,M,1,3,1,2,1,356.4,408.8,430.3,494.2,440,B,C,5,C,B,C,A,A,D,A,425.94,B
17,F,1,1,1,3,,457.5,413.4,514.3,465.6,700,E,E,4,C,B,C,B,B,C,A,510.16,A
20,M,1,3,,2,1,437.9,355.3,353,451.4,0,B,B,5,B,B,C,A,A,A,A,319.52,B
16,M,1,2,1,3,1,420.3,354.5,504.2,394.6,620,D,E,4,E,B,C,A,A,B,B,458.72,B
18,F,1,3,1,2,1,436.3,462,441.8,408.1,580,D,E,2,A,B,C,A,A,B,A,465.64,B
17,F,1,4,1,3,1,628.2,556.9,593.6,690.1,880,E,E,4,G,C,D,C,A,E,B,669.76,B
18,M,1,3,1,3,,478.7,395.5,485.3,390.2,320,E,E,6,B,B,D,A,B,B,A,413.94,B
17,M,1,3,1,2,,544.9,589.9,534.1,421.2,600,B,E,3,C,B,C,A,B,C,B,538.02,B
20,F,1,3,1,2,1,368.5,381.6,387.8,471.3,580,A,B,6,B,B,D,A,B,C,A,437.84,B
18,F,1,2,1,2,1,380.7,353.9,499.3,491.5,300,H,B,3,C,B,C,A,A,B,A,405.08,B
17,M,1,3,1,3,,468.8,544.4,482.6,654.9,900,F,G,4,H,C,D,A,B,E,A,610.14,B
17,F,1,1,1,3,1,644.4,623.6,654.6,828.7,820,G,G,4,Q,E,E,D,B,E,E,714.26,B
17,F,1,3,1,3,1,565.1,592.4,576.6,625.7,900,F,E,5,E,B,D,B,A,C,A,651.96,B
18,M,1,3,1,2,1,436.8,400.6,477.1,445,540,C,C,5,B,B,C,B,A,C,A,459.9,B
18,M,1,3,1,2,1,338.1,415,447.8,414.6,620,D,D,5,C,C,E,A,A,D,A,447.1,B
17,M,1,3,1,2,1,558.5,600,572.9,560.5,640,E,E,4,B,B,C,A,A,D,B,586.38,B
20,M,1,1,1,3,,356,428.1,503.7,566.8,560,F,D,3,F,C,D,A,A,D,B,482.92,B
41,M,2,3,,2,1,451.4,463.4,476.2,388.6,460,A,C,2,C,B,C,B,B,C,B,447.92,B
18,M,1,3,1,3,,433.4,536.1,461.3,477.8,640,E,E,2,B,C,C,B,A,C,A,509.72,B
18,F,1,3,1,2,1,372.9,436,435.3,426.5,0,H,D,6,B,A,B,C,A,C,A,334.14,A
17,F,1,3,1,2,,440.9,519.6,523.6,552.6,460,C,E,4,B,B,C,A,A,B,A,499.34,A
18,M,1,3,1,2,1,455.7,504.3,545.3,552.6,640,C,B,5,B,B,C,B,A,B,B,539.58,B
17,F,1,4,1,2,1,398.8,367.9,497,470.1,480,H,H,4,A,B,D,A,A,C,A,442.76,A
18,F,1,3,1,2,1,406.4,477.1,409.6,397.2,520,H,D,3,B,B,B,A,A,B,A,442.06,B
17,M,1,3,1,2,1,428,426.7,498.9,586.9,600,C,E,3,B,C,D,A,B,C,B,508.1,B
17,M,1,1,1,3,1,580.8,593.3,599.7,618.6,740,F,E,5,F,E,E,C,A,E,D,626.48,B
16,F,1,1,1,2,1,481.7,516.3,570.4,573.2,840,E,E,4,E,B,B,A,A,B,A,596.32,B
17,F,1,1,1,2,1,416.8,426.7,444.3,517.7,600,B,B,5,C,B,D,A,B,B,B,481.1,B
35,F,1,3,,2,1,364.2,438.7,414.7,428.8,500,A,B,5,B,C,D,A,A,D,A,429.28,A
17,F,1,1,1,3,1,500.2,575.1,560,496.7,560,E,G,5,E,C,D,B,A,E,B,538.4,B
19,M,1,4,1,2,1,408.7,384.2,411.5,406.3,180,A,G,5,C,B,C,A,B,B,A,358.14,A
18,F,1,3,1,2,,416.6,478.8,476.8,396.5,600,H,A,6,E,B,D,A,B,C,B,473.74,B
17,M,1,4,1,2,1,413.8,509.3,487.9,431.7,620,A,C,8,B,B,C,A,A,C,B,492.54,B
17,F,1,3,1,2,1,395.5,544.3,543.5,536.7,500,D,D,7,C,B,C,B,A,E,A,504,B
19,F,1,3,1,2,1,564,631.1,633.5,726.6,780,B,D,3,C,B,C,A,A,D,B,667.04,B
24,F,1,1,,2,1,458.6,429,468.1,378.8,340,B,C,2,B,B,B,A,A,B,A,414.9,B
19,F,1,3,1,3,1,461.1,472.4,482.1,402.8,720,G,D,4,G,C,C,B,B,E,A,507.68,B
17,M,1,3,1,2,1,390.4,351.8,362.6,405.6,460,F,D,4,C,B,C,A,A,B,B,394.08,B
17,F,1,1,1,3,,591.4,627,628.7,639.4,920,E,G,4,J,E,D,D,A,E,C,681.3,B
17,M,1,3,1,2,1,472.9,535.7,564.3,675.4,840,C,E,4,G,C,C,A,B,D,B,617.66,B
27,M,1,3,,2,1,414.6,530.8,482.4,369.3,460,A,C,2,B,B,C,A,A,B,A,451.42,A
18,M,1,1,1,2,1,382,486.7,532.7,494.1,580,B,B,4,B,B,C,A,A,E,A,495.1,B
18,M,1,0,1,2,1,401.9,354.9,454.7,515.1,540,C,C,4,B,B,C,A,B,D,B,453.32,B
18,F,1,1,1,3,1,572.8,552.5,568.1,519.6,920,E,F,3,N,D,D,C,A,D,D,626.6,B
17,F,1,1,1,2,1,473.6,454.5,480,665.1,720,E,E,4,B,B,C,A,A,D,A,558.64,B
19,M,1,1,1,2,1,427.8,528.8,503.7,438.8,600,B,B,4,B,B,C,A,A,C,A,499.82,B
16,F,1,3,1,3,,570,597.8,569.6,629.4,940,C,E,4,F,C,C,A,A,E,B,661.36,B
17,F,0,3,1,2,1,414.2,441.1,468.8,460.7,520,B,B,5,A,B,D,B,A,B,A,460.96,A
19,M,1,1,1,2,,566.4,498.7,566.3,495.4,480,B,B,5,C,C,C,B,A,A,B,521.36,B
17,M,1,1,1,2,1,523.6,587.5,547.3,643.7,600,B,B,5,C,C,D,B,B,E,A,580.42,B
18,F,1,3,1,2,1,403.8,409.3,429.4,423.7,320,A,A,2,B,B,C,A,A,B,A,397.24,A
17,F,1,3,1,3,,484.4,508.8,524.9,545.9,620,E,E,2,C,B,C,A,A,C,B,536.8,B
17,F,1,0,1,3,1,568.4,644.5,543.9,793.5,740,G,G,3,P,D,D,B,A,D,C,658.06,B
17,M,1,3,1,2,1,543,464.1,547,498.4,620,A,F,6,B,B,C,A,B,D,A,534.5,B
17,M,1,3,1,3,1,489.1,451.7,487.3,594,580,E,E,4,F,C,D,B,B,D,C,520.42,B
20,M,1,2,,2,,349.7,377.1,422,467.6,400,C,A,9,B,B,C,A,A,E,A,403.28,B
20,M,1,1,1,2,1,388.9,445.2,512.4,489.2,540,F,E,4,G,C,D,B,A,E,B,475.14,B
18,M,1,2,,2,1,453,367.6,423,443.8,840,A,A,3,A,B,B,A,A,A,A,505.48,A
17,F,1,3,1,2,1,510.6,521.8,536.7,576.1,680,A,A,3,C,B,B,A,A,B,A,565.04,A
18,M,1,1,1,2,1,408.1,528.7,524,407.8,660,E,F,3,E,C,C,B,A,E,C,505.72,B
16,M,1,3,1,2,1,514.6,556,484.3,533.3,540,D,F,5,D,C,C,B,A,B,B,525.64,A
18,F,1,1,1,2,1,389.2,429.1,523.5,415.8,520,B,B,3,B,B,C,A,A,C,A,455.52,B
18,F,1,2,1,2,1,357.9,376.6,504.6,497.2,460,B,B,5,C,B,C,B,A,D,A,439.26,B
18,M,1,1,1,3,1,599.6,642.9,459.3,740.6,780,E,G,5,L,C,D,B,A,E,E,644.48,B
17,F,1,2,1,2,1,571.2,596.8,557.7,700.1,840,E,D,5,C,C,D,A,A,D,A,653.16,B
20,F,1,3,1,2,,428.7,379,505.4,464.6,620,B,D,4,B,B,D,A,B,C,A,479.54,B
22,M,1,3,1,2,1,500.9,564.5,568.1,463.5,600,D,H,6,E,C,D,B,A,C,A,539.4,B
17,F,1,2,1,2,1,400.6,528.7,503.2,516,580,H,D,4,B,B,B,A,A,B,A,505.7,B
17,F,1,1,1,2,1,507.6,545.9,500.2,525.5,560,C,B,5,B,B,D,A,A,E,D,527.84,B
18,F,1,1,1,2,1,337.5,383.9,442.3,437.6,340,B,E,5,B,B,C,A,B,D,A,388.26,A
17,F,1,1,1,2,1,564.4,551.3,577.5,684,680,H,E,3,C,B,C,A,A,C,A,611.44,B
18,F,0,0,1,2,1,448,480.7,423.2,463.9,360,A,C,4,B,B,C,A,A,B,A,435.16,A
18,M,1,1,1,3,1,557.3,605.3,565.4,563.3,760,C,E,3,H,D,C,B,A,D,B,610.26,B
19,M,1,1,1,3,1,611.3,650.5,616.1,696.8,800,F,G,4,D,C,D,A,A,D,A,674.94,B
18,M,1,3,1,3,1,639.6,647,611.7,686.9,960,G,F,4,K,C,D,B,A,D,D,709.04,B
17,M,1,3,1,2,1,424.3,406.3,485.3,413.1,560,C,E,4,A,B,C,A,A,B,A,457.8,A
17,M,1,3,1,2,1,525.9,519.2,510.5,653.8,920,F,D,4,C,B,C,A,A,E,B,625.88,B
17,M,1,5,1,3,,436.1,421.6,456.5,586.8,760,F,E,3,B,B,C,A,A,C,A,532.2,A
16,F,1,1,1,3,1,603.3,578.3,592.8,661.9,840,F,F,5,I,C,D,B,A,D,C,655.26,B
18,F,1,3,1,2,1,407.2,457.3,498,392.4,660,E,E,4,C,B,C,A,A,C,A,482.98,A
17,M,1,2,1,3,,636.2,626.6,638,842,940,G,G,4,I,D,D,C,A,E,B,736.56,B
18,F,1,3,1,2,1,509.7,455.6,551.1,484.8,620,H,B,7,B,B,D,A,A,D,A,524.24,B
17,M,1,2,1,3,1,653.1,680.1,580.9,631,700,E,E,3,B,B,C,A,A,C,B,649.02,B
17,M,1,1,1,3,1,555.1,563.2,583.9,719.1,800,E,E,4,E,C,D,B,A,D,B,644.26,B
18,M,1,1,1,3,,524.4,441.9,429.1,550,480,C,G,4,C,D,D,B,A,D,B,485.08,B
17,F,1,3,1,2,1,378.5,398,551.3,555.1,680,C,E,3,C,B,C,A,A,D,B,512.58,B
18,M,1,2,1,2,1,365.2,422.5,445.8,486.1,320,A,C,8,B,B,B,A,A,B,A,407.92,A
18,F,1,3,1,2,1,411.5,397.8,374.6,485.1,540,B,A,4,B,B,B,A,B,B,A,441.8,B
18,F,1,4,1,2,1,377.4,499.5,530.5,417.6,600,B,B,4,B,B,C,A,A,B,A,485,B
18,M,1,1,1,2,1,583.7,659.7,601.8,835.4,840,G,G,5,N,E,E,D,A,E,B,704.12,B
18,F,1,4,1,2,1,384.2,396.3,479.9,426.8,700,B,E,4,F,C,C,B,B,C,B,477.44,B
20,M,1,3,1,2,1,434.6,436.8,483.6,426.7,580,H,D,5,B,B,D,B,A,C,B,472.34,B
17,F,1,3,1,2,1,396.6,391.5,462.8,457.5,340,E,E,3,A,B,C,A,A,B,A,409.68,B
18,M,0,2,1,2,1,418.6,580.3,554.9,469.8,640,B,B,2,C,B,C,A,A,C,A,532.72,B
19,F,1,3,1,2,1,566.9,590.8,543.1,487.9,660,E,H,2,B,B,C,A,A,B,A,569.74,B
19,F,1,3,1,2,1,392.5,353.2,465.1,497.9,480,B,C,3,B,B,C,A,A,B,A,437.74,A
18,M,1,1,1,2,1,520.8,446.3,517,508.1,580,E,D,4,C,B,D,A,A,E,A,514.44,B
17,F,1,1,1,3,,407.1,344,370.2,503.7,520,C,E,4,C,B,C,A,A,B,B,429,B
17,F,1,3,1,2,1,470,465.6,471.7,401.6,300,B,C,4,A,B,C,A,B,B,B,421.78,B
17,F,1,1,1,3,1,546.3,609.5,618.1,618.2,900,F,G,3,O,D,D,B,A,D,D,658.42,B
17,F,1,3,1,2,1,378.9,447.1,482.1,419.3,520,B,C,8,B,B,C,A,A,C,A,449.48,A
18,M,1,1,,2,,504.1,381.6,544.7,387.2,640,E,F,5,D,B,C,B,B,E,A,491.52,B
19,F,1,3,1,2,,388,390.5,450.5,434.1,540,A,C,6,B,C,D,B,A,C,A,440.62,B
18,M,2,1,1,2,1,417,445.8,500.8,429.4,620,F,F,3,C,B,C,B,B,D,B,482.6,B
17,F,1,3,1,2,,358.6,483.4,449.7,404.4,440,C,D,4,A,B,C,A,A,B,A,427.22,A
17,F,1,0,1,3,,547,563.1,544.7,601.2,820,D,G,4,G,C,D,B,A,E,B,615.2,B
18,F,1,3,1,3,1,364.7,530.9,489.1,451.4,680,F,H,2,C,B,C,A,A,B,A,503.22,A
16,F,1,1,1,2,1,474.1,555.5,513,465.8,580,B,B,4,B,B,C,B,A,E,A,517.68,B
17,F,1,3,1,2,1,360.4,481.8,498.2,456.5,640,B,C,4,B,B,D,A,B,C,A,487.38,A
16,M,2,1,1,3,1,563.7,597.9,597.3,812.1,740,F,G,6,K,D,D,B,B,E,D,662.2,B
17,M,1,3,1,2,,454.6,389.1,455.7,494.8,500,B,B,6,A,B,D,A,B,C,A,458.84,B
18,F,1,3,1,2,1,474.4,514.5,515,463.4,800,B,B,5,B,B,C,A,B,C,B,553.46,B
18,M,1,1,2,2,1,425.5,512.8,523,433.6,580,E,E,4,B,B,C,A,A,B,A,494.98,B
17,M,1,3,1,2,1,456.7,558.4,579.4,572,0,H,G,5,G,C,D,B,A,E,A,433.3,B
17,M,1,3,1,2,1,534.4,580.6,568.5,681.1,580,D,G,4,C,D,D,B,C,E,C,588.92,B
18,M,1,1,1,2,1,368.9,375,444.9,485.9,460,B,D,5,C,C,D,B,A,B,A,426.94,B
18,F,1,3,1,2,2,454.2,578.2,515.6,592.2,680,B,C,4,C,B,D,A,A,B,B,564.04,B
17,F,1,1,1,3,1,652.4,630.7,646,711,940,C,G,4,E,C,E,B,A,C,B,716.02,B
17,F,1,1,1,2,1,432.9,459.6,521.5,601.5,580,B,B,7,B,B,C,A,B,B,A,519.1,A
19,M,1,3,1,2,1,393.1,474.9,511.2,515.3,540,B,D,4,B,B,B,A,A,C,A,486.9,A
17,M,1,3,1,2,,503.3,574.4,563.4,525.6,560,C,C,4,C,C,C,A,B,C,B,545.34,A
17,M,1,2,1,2,1,494.5,483.2,472.4,621.7,840,H,E,2,B,B,D,A,A,C,A,582.36,B
19,M,1,1,1,2,1,394.2,446.7,450.9,516.5,880,A,A,3,C,B,C,A,B,B,A,537.66,B
16,M,1,1,2,3,,497.8,500.3,503,562.7,840,F,E,5,L,C,E,B,A,E,D,580.76,B
18,M,1,3,1,2,,390.6,420.2,368.3,416.1,0,C,C,5,B,B,D,A,A,A,A,319.04,A
17,M,1,1,1,3,1,591.3,567.9,633.1,730,640,E,F,7,C,D,D,B,A,E,A,632.46,B
19,M,1,3,1,2,1,434,402.1,504.8,364.2,600,H,H,3,B,D,D,B,B,D,B,461.02,B
18,M,1,3,1,2,1,387.2,440.1,469.2,451.7,440,E,E,5,H,C,D,B,B,E,B,437.64,B
19,M,1,2,1,2,,373.6,355,412.1,501.6,280,D,E,4,C,B,C,A,A,C,A,384.46,B
19,M,1,3,1,2,1,479.2,406.4,440.8,410.9,580,C,C,4,B,B,C,B,B,C,B,463.46,B
19,F,1,3,1,2,1,520.6,531.2,573.2,633.4,620,C,E,3,C,B,C,B,A,D,B,575.68,B
17,F,1,3,1,2,1,424.2,539.7,558.7,556.6,840,C,D,4,B,B,B,A,A,A,A,583.84,A
18,F,1,3,1,2,1,469.2,443.4,514.2,462.9,520,C,C,5,B,B,D,A,A,C,A,481.94,B
16,F,1,3,1,2,1,409.4,514.3,505.3,596.2,880,B,B,4,C,B,C,A,B,C,B,581.04,B
17,F,1,3,1,2,1,372.1,438.5,437,489.4,720,A,B,8,C,B,C,A,A,B,A,491.4,B
17,F,1,3,1,3,,483.8,535,540.3,454,840,C,E,3,B,B,C,A,B,C,B,570.62,B
17,F,0,0,1,2,1,442.1,350.4,492.7,415.5,680,B,D,4,C,B,C,A,B,B,A,476.14,A
20,F,0,3,1,2,1,352.5,361.6,406.1,408.2,0,B,D,4,B,B,C,A,A,C,A,305.68,A
17,F,1,4,1,2,1,422.7,451.8,513.8,478.3,740,E,E,4,C,B,D,B,A,E,A,521.32,B
18,F,1,1,1,2,1,483.9,501.2,508.8,441.4,580,C,C,3,A,B,B,A,A,B,A,503.06,A
17,F,1,4,1,2,1,415.8,373.1,448.6,483.5,620,B,E,4,A,B,D,A,B,B,A,468.2,A
17,M,1,3,1,2,1,507,461.6,454.5,460.2,500,C,E,4,C,C,C,B,A,D,A,476.66,B
18,M,1,1,1,3,1,708.2,691,637.3,796,900,F,F,4,P,D,D,C,A,D,D,746.5,B
18,M,1,3,1,2,1,427,466.8,531.4,443.5,600,A,B,5,A,B,C,A,A,C,A,493.74,A
19,M,1,0,1,2,,490.9,498.8,530.1,431.8,0,B,B,6,D,D,D,B,A,D,A,390.32,B
17,F,1,1,1,2,1,510,545,575.3,640.4,880,B,C,5,B,C,C,A,A,C,A,630.14,B
18,M,1,3,1,2,,398.9,408.6,477.1,654.3,660,H,B,4,B,B,C,A,A,C,A,519.78,B
17,F,1,3,1,3,1,545.8,553.6,603.6,631.7,860,E,E,3,B,C,C,A,A,B,B,638.94,B
17,M,1,0,1,2,1,434.2,529.6,501.8,520.5,500,C,E,3,B,C,D,B,B,D,B,497.22,B
18,M,1,3,1,2,1,532.9,578.1,574.4,535,580,E,D,3,E,C,C,C,A,C,C,560.08,B
17,F,1,4,1,3,1,517.6,563.1,531.7,595.5,740,F,D,4,H,C,D,B,A,E,B,589.58,B
20,M,1,3,,2,1,403.9,394.8,347.3,471.3,420,B,A,4,C,B,B,A,B,D,B,407.46,B
17,M,1,1,1,3,1,582.4,600.3,608.3,710,940,E,E,4,G,C,D,B,A,D,B,688.2,B
17,M,1,1,1,3,1,522.9,552.7,579.3,672.1,720,F,G,4,H,C,D,B,A,D,B,609.4,B
17,M,1,1,1,3,1,567.9,536.1,519.7,508.1,600,E,E,4,E,C,D,C,A,E,A,546.36,B
17,M,1,3,1,2,1,389.1,495.2,505.6,481.6,540,B,E,6,C,B,C,A,B,C,A,482.3,A
17,M,1,3,1,3,1,748.5,665.8,633.8,812.8,880,F,E,5,O,E,E,C,B,E,B,748.18,B
18,F,1,2,1,2,1,450.2,460,503.9,513.2,600,B,B,4,A,B,D,A,B,E,B,505.46,B
17,M,1,2,1,2,1,597.3,547.2,581.9,694,600,E,G,5,H,B,C,B,A,E,C,604.08,B
17,M,1,1,1,3,1,543.1,661.4,608,651.2,820,F,E,3,C,C,C,A,A,D,B,656.74,B
18,M,1,1,1,2,,472.2,490.9,553.7,630.4,440,D,D,5,C,B,C,B,A,C,C,517.44,B
16,F,1,3,1,3,1,562.9,589.1,588.3,674.3,880,E,E,5,D,C,D,B,B,D,B,658.92,B
17,F,1,3,1,2,1,385.4,461.4,473.8,550.6,580,H,H,4,B,B,C,A,A,D,A,490.24,A
18,M,1,0,1,2,1,459.7,599.8,527.9,476.6,700,E,C,2,B,B,C,A,A,E,A,552.8,B
20,F,1,3,1,2,1,385.1,423,435.2,410.1,480,C,E,4,B,B,C,A,A,B,A,426.68,B
18,M,1,3,1,2,1,435.5,405.5,427.6,464.4,620,C,E,4,B,B,C,A,B,C,B,470.6,B
19,F,1,3,1,2,1,361.4,386.8,405.1,399.4,380,A,B,4,B,B,C,B,A,B,A,386.54,B
17,M,1,3,1,2,1,515,594.1,569.7,583.8,920,B,G,3,E,B,D,B,A,D,A,636.52,B
17,M,1,3,1,3,1,679.3,659.7,628.3,818.6,920,D,D,3,B,B,C,A,A,C,B,741.18,B
20,F,1,1,1,2,,428.1,376.3,508.5,386,480,C,B,6,B,B,C,B,A,C,A,435.78,B
18,F,1,4,1,2,1,447,558.7,554.3,394.8,520,E,E,7,C,C,D,B,B,E,A,494.96,B
18,F,1,4,1,2,1,392.3,400.2,446.5,404.7,0,D,F,5,C,B,D,A,B,C,A,328.74,B
19,F,1,3,1,2,,363.2,474.7,531,444.1,400,C,D,4,B,C,C,B,A,C,A,442.6,B
