NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
23,F,1,1,,2,1,349.3,452.9,488.4,431.4,380,E,C,4,E,B,C,A,A,C,A,420.4,B
20,M,1,3,,2,1,480.2,478.6,500.1,383.1,0,H,C,4,B,B,C,A,A,E,A,368.4,B
18,M,1,1,1,3,1,598.6,665.2,610.4,703,840,F,F,4,M,C,D,B,A,D,B,683.44,B
16,F,1,3,1,2,1,471.3,504.2,542.5,576.9,680,E,E,4,C,B,C,B,A,C,A,554.98,A
18,F,3,2,1,2,1,455.9,504.8,584.8,477.2,620,C,C,5,B,B,C,A,A,C,A,528.54,B
34,M,2,4,,2,1,484.1,552.4,496.9,544.8,560,B,D,3,B,B,C,A,A,C,A,527.64,B
17,F,1,4,1,2,1,397.8,597.5,562.4,481.2,800,E,E,4,D,C,C,B,A,D,B,567.78,B
19,M,1,1,1,2,1,507.4,538.1,504.3,506.3,660,B,E,7,B,B,C,A,A,B,A,543.22,A
24,F,1,3,1,2,1,342.3,433.6,422.5,508.3,0,A,B,4,C,B,C,A,B,D,A,341.34,B
18,F,1,1,1,2,1,386,465,493.1,400.1,680,B,B,3,B,B,C,A,B,C,A,484.84,B
17,F,1,1,1,2,1,601.3,687.3,599.6,763.6,920,D,F,5,K,C,D,B,A,E,D,714.36,B
17,F,1,3,1,2,1,597.3,541.6,602.9,724.1,860,C,B,3,B,B,B,A,B,B,A,665.18,A
17,M,1,0,1,3,,449.7,505.5,371.9,429.9,580,E,H,4,J,D,D,B,A,E,A,467.4,B
18,F,1,1,1,2,1,392,438.9,437.6,449.2,640,C,E,3,C,C,D,B,A,D,B,471.54,B
17,F,1,3,1,3,1,521.3,559.1,559.5,597.7,820,F,F,4,C,C,D,B,B,D,A,611.52,B
16,F,1,3,1,2,1,463.6,547.4,597.3,360.7,940,C,G,3,F,B,C,A,B,D,C,581.8,B
17,F,1,4,1,2,1,449.9,477.9,509.5,369.9,600,B,C,4,B,A,B,A,A,A,A,481.44,A
17,M,1,2,1,3,1,629.4,624.3,604.4,774.4,820,G,F,4,Q,E,E,C,B,E,D,690.5,B
19,F,1,3,1,2,1,406,441.6,405.6,513.8,480,A,A,4,A,B,B,A,A,B,A,449.4,A
18,M,1,3,1,2,1,397.8,502.8,419.4,631.1,660,B,B,4,B,B,C,A,B,C,A,522.22,A
17,F,1,1,1,2,1,554.4,583.9,592.7,614.8,600,E,E,4,D,C,D,B,A,C,C,589.16,B
19,F,1,1,1,2,1,361.6,487.8,543.8,403.8,620,B,E,4,C,B,C,B,A,C,A,483.4,A
18,F,1,3,1,2,1,539.9,530.8,531.5,621.6,640,B,C,4,C,B,D,A,A,C,B,572.76,B
17,F,1,3,1,2,1,399.1,416.8,409.1,529.2,520,B,B,4,B,B,C,A,B,C,A,454.84,B
18,M,1,3,1,2,1,419.4,452.3,509.5,535.3,560,E,G,6,I,C,D,B,A,E,B,495.3,B
18,F,1,1,1,3,1,465,467.3,395.9,434.9,440,B,E,4,C,B,D,A,A,D,B,440.62,B
17,F,1,1,1,3,,494.9,552.6,567.5,525,780,E,C,5,A,C,C,A,A,C,A,584,B
17,F,1,3,1,2,1,473.5,519.3,495.5,404.1,580,B,B,4,B,B,B,A,A,C,A,494.48,A
17,M,1,1,1,2,1,436.4,519.3,590.1,619.7,660,B,C,4,E,D,E,B,A,E,B,565.1,B
17,M,1,3,1,3,1,710.9,671.1,645.7,845.6,940,G,G,3,J,C,C,B,A,D,B,762.66,B
21,F,1,5,1,2,,419.2,483.9,508.1,420.5,520,C,D,9,B,B,C,A,A,C,A,470.34,B
16,M,1,1,1,2,1,560.5,554.1,547.8,609.6,840,B,C,6,C,B,D,A,A,E,B,622.4,B
16,F,1,3,1,2,1,431.3,440.6,521.1,470.7,640,A,D,4,B,B,C,A,A,B,A,500.74,B
18,F,1,3,1,2,1,569,567.8,617.7,577.1,680,C,E,3,B,B,C,A,A,D,B,602.32,B
17,M,1,2,1,2,1,538.1,528.5,543.5,522.7,500,C,D,3,B,B,C,A,B,C,A,526.56,B
18,F,0,2,1,2,1,351.2,440.5,454.8,438.8,520,D,E,4,C,C,D,A,A,D,A,441.06,B
17,M,1,4,1,2,1,457.4,514,526.1,470.6,500,E,D,2,B,B,C,A,A,C,A,493.62,A
17,M,1,3,1,3,1,587.9,574.5,583.1,673.8,800,E,E,5,J,E,E,C,B,E,B,643.86,B
17,F,1,1,1,2,1,484.6,496.7,510.1,533.2,620,B,A,3,C,B,C,A,B,C,A,528.92,A
17,F,1,1,1,3,,484.3,533.2,548.9,440.3,780,E,G,5,F,C,C,B,A,E,B,557.34,B
18,F,1,3,1,2,1,499.7,434.4,536.8,570.2,640,G,E,3,C,B,C,B,B,D,A,536.22,B
16,F,1,1,1,3,,565.2,577.2,608.4,522.8,740,D,D,4,E,C,C,B,B,D,A,602.72,B
18,M,1,1,1,2,1,458.9,572.5,564.9,682.8,840,E,E,4,E,B,C,B,B,E,B,623.82,B
17,M,1,3,1,2,2,564.1,614.4,598.9,476.1,720,D,E,4,A,B,B,A,A,A,A,594.7,A
19,M,1,3,1,2,1,422.7,520.4,524.5,399.6,560,B,D,8,B,B,D,A,A,D,A,485.44,B
17,M,1,3,1,2,1,521.2,482.7,565.9,594.7,840,E,E,5,C,C,D,B,B,D,A,600.9,A
16,F,1,4,1,2,1,460.4,443.6,487.3,573,640,B,B,5,B,B,C,A,A,B,A,520.86,B
16,F,1,4,1,3,1,489.6,514.8,563.8,667.1,760,E,E,4,C,B,B,B,A,D,B,599.06,B
18,F,1,3,1,2,1,461.6,373.5,490.3,465.8,540,B,E,4,C,C,D,A,B,E,A,466.24,B
17,M,1,3,1,2,1,459.7,490.2,462.9,426.5,300,B,E,6,B,B,C,A,B,E,A,427.86,B
16,M,1,1,1,3,1,632.6,664.6,591.9,778.9,740,E,F,2,O,D,D,B,A,E,C,681.6,B
20,M,1,2,1,2,,485.4,492.8,431.4,439.6,480,B,C,7,A,B,C,A,A,B,A,465.84,B
19,M,1,3,1,2,1,356.3,447.5,372.1,372.7,280,B,B,4,B,B,D,A,A,D,A,365.72,B
17,F,1,2,1,2,1,414.9,556,517,428.7,400,E,E,3,C,B,C,A,A,D,A,463.32,B
17,F,1,3,1,3,,603,585.7,550.7,582.3,820,F,E,4,B,B,C,A,A,C,C,628.34,B
17,M,1,2,1,2,,349.1,428.2,448.5,440.6,360,F,B,6,G,B,C,A,B,C,B,405.28,B
18,F,1,2,1,2,,386,396.8,466.2,432.5,500,E,E,3,B,B,C,A,A,B,A,436.3,B
17,M,1,3,1,2,1,404,515.2,476.2,398.7,620,C,E,4,C,C,D,B,A,D,A,482.82,B
18,F,1,3,1,2,1,507.6,579,551.8,472.6,700,C,E,4,E,B,C,A,A,B,B,562.2,B
17,F,1,3,1,2,1,416.8,443.1,529.3,403.4,740,H,B,3,B,B,C,A,A,C,A,506.52,B
17,M,1,3,1,3,1,551,510.1,507.4,533,580,B,D,3,B,B,C,B,A,C,A,536.3,B
19,F,1,1,1,2,1,437.2,445.6,468.4,434.3,640,A,D,6,B,B,D,A,B,C,A,485.1,A
18,F,1,3,1,2,1,485,576,544,494.9,680,C,E,3,B,B,C,A,A,D,A,555.98,B
19,M,1,0,1,2,1,477,497.7,497.9,582.9,620,B,E,3,C,B,C,A,B,B,A,535.1,B
19,F,1,2,1,2,1,444.8,463.4,454.1,459.8,640,B,C,5,A,B,C,A,B,B,A,492.42,A
17,M,1,3,1,3,1,557,600.7,583.1,624.5,800,E,E,3,D,B,C,A,A,C,A,633.06,B
17,F,1,1,1,2,1,553.4,563.6,626.1,574.7,820,E,E,4,C,B,C,A,A,C,B,627.56,B
18,F,1,1,,2,1,395,425.4,446.8,394.7,0,B,C,5,C,B,C,B,A,E,A,332.38,B
17,M,1,3,1,2,1,407.2,480.2,526.3,404.4,660,B,D,4,B,B,C,A,A,C,A,495.62,B
18,M,1,3,1,2,1,618.9,642,573.3,659.2,720,G,E,5,O,E,E,C,A,E,C,642.68,B
18,F,1,1,1,3,1,387.9,475,531.8,458.8,620,E,E,5,Q,E,E,D,A,E,D,494.7,B
19,F,1,1,1,2,1,373,377,472.9,377.3,480,H,E,4,A,B,C,A,B,D,A,416.04,B
18,F,1,1,1,2,1,432.7,542.2,576.4,425.7,560,B,D,7,C,C,E,A,B,E,B,507.4,B
18,M,1,4,1,2,2,561.8,562.9,588.4,710.3,880,E,F,2,C,C,C,A,A,B,B,660.68,B
19,F,1,3,1,2,1,449.6,427.3,471.9,472.6,480,E,D,9,C,C,D,A,A,E,A,460.28,B
18,F,1,3,1,2,,407,415.8,489,399.7,740,B,B,3,A,B,B,A,A,B,A,490.3,A
19,F,1,3,1,2,1,464.4,356.4,489.3,363.8,560,B,B,6,B,B,C,A,A,C,A,446.78,B
17,F,1,1,1,2,1,468.3,523.3,562,433.2,600,D,D,5,B,C,D,A,A,D,B,517.36,B
17,F,1,1,1,2,1,496.9,475.7,603.2,540.1,680,B,E,2,C,B,C,A,A,C,B,559.18,B
17,M,1,1,1,2,1,526.2,518.4,518,451.2,740,B,G,5,E,C,C,B,A,C,B,550.76,B
18,M,1,3,1,2,1,501.8,415,540.2,647.9,520,B,C,4,C,B,B,B,A,C,A,524.98,B
16,F,1,3,1,2,1,423.8,446.9,516.8,454.5,460,B,F,3,D,B,C,B,B,C,B,460.4,B
18,M,1,3,1,2,1,557.9,605.5,534.8,651.2,880,C,D,3,B,B,B,A,A,C,B,645.88,B
17,F,1,3,1,2,1,471,454.1,460.3,415.3,660,B,E,4,B,B,C,B,B,C,A,492.14,A
18,M,1,3,1,2,1,494.8,411.1,504.6,391.7,0,H,C,3,E,B,C,A,A,B,A,360.44,B
18,M,1,3,1,2,1,474.6,523.5,465.2,431.4,660,D,D,3,C,B,C,A,A,B,B,510.94,B
17,F,1,1,1,3,,602.6,596.9,596,641.6,880,B,F,3,E,B,C,B,B,B,A,663.42,B
18,F,1,3,1,2,1,463.5,491.5,510.1,400.4,540,B,C,9,E,C,E,A,B,E,C,481.1,B
17,M,0,4,1,3,,604,565.8,543.2,629.1,920,G,G,5,N,E,D,C,A,E,C,652.42,B
18,F,1,2,1,2,1,367.6,423.9,491,397.9,740,A,B,6,B,B,C,A,A,C,A,484.08,B
17,M,1,3,1,2,1,422.4,492,393.6,436.4,540,B,E,4,B,C,D,A,B,B,B,456.88,B
31,F,2,3,,2,1,479.9,436.9,327,389.6,0,H,D,5,B,B,C,A,A,C,A,326.68,B
16,F,1,2,1,3,,589.5,350.6,563.5,696.6,900,C,G,4,G,D,D,B,A,D,B,620.04,B
21,F,1,3,1,2,1,524.2,394.6,526.9,486.1,600,B,B,3,C,B,C,A,A,D,A,506.36,B
17,F,1,3,1,2,1,594.9,613.1,605.6,656.7,800,C,E,3,E,C,C,A,A,C,A,654.06,B
17,F,1,1,1,2,1,464.9,519.2,529.1,459.2,620,B,D,5,C,B,D,B,A,D,A,518.48,B
19,F,1,3,1,2,,400,353.2,448.3,427.4,460,E,C,7,A,B,D,A,A,B,A,417.78,B
17,F,1,1,1,2,1,546.3,459.3,523.3,463.5,820,E,E,4,E,B,C,A,A,C,A,562.48,A
19,F,1,3,1,2,1,453.6,485.6,481.1,467.6,560,D,G,4,E,C,D,A,B,D,A,489.58,B
17,F,1,3,1,2,1,401.3,543.3,529.9,508.4,700,E,E,3,B,B,C,A,A,D,A,536.58,B
16,M,1,1,1,2,1,467.8,501.1,518.2,576.4,740,D,E,4,C,C,D,B,A,D,B,560.7,B
20,M,2,3,1,2,1,391.3,398.1,428.4,397.4,500,H,H,3,C,B,A,A,B,C,A,423.04,A
18,M,1,4,1,2,1,626.9,706.9,630.5,764.1,940,E,C,5,B,B,C,A,B,C,B,733.68,B
18,M,1,3,1,2,,459,560,578.4,499.3,660,E,E,4,B,B,C,A,A,C,A,551.34,B
18,F,1,3,1,2,1,501,575.1,560.7,452.9,580,A,A,3,B,B,C,A,A,B,A,533.94,A
17,F,1,3,1,2,1,418.6,420.6,489.6,483.8,800,A,A,5,A,B,B,A,A,A,A,522.52,A
18,F,1,2,1,2,1,536.3,560,580.2,454.2,800,C,E,5,A,B,D,A,B,D,A,586.14,B
17,F,1,3,1,3,1,445.4,501.9,529,517.5,640,E,E,4,B,B,B,A,A,B,A,526.76,A
17,M,1,1,1,2,1,535.1,583.7,563.2,652.6,800,B,B,2,B,B,C,A,A,C,B,626.92,B
18,F,1,1,1,3,1,538.9,556.9,581.1,670.7,920,F,F,5,C,C,D,C,A,E,C,653.52,B
18,F,0,1,1,2,1,522.1,550.8,572.2,530.3,540,C,F,3,D,B,D,A,A,C,B,543.08,B
17,M,1,1,1,2,1,518.4,564.1,511.7,467.6,580,B,E,3,F,C,C,B,B,D,E,528.36,B
19,M,1,4,1,2,1,497.4,502.6,523.4,481.1,480,C,B,4,B,C,C,B,B,C,A,496.9,B
19,F,1,1,1,2,,560.4,553.7,561.2,528.7,740,B,C,4,A,A,B,A,A,A,A,588.8,A
18,F,1,4,1,2,1,498.2,462.6,519.6,505.9,600,E,E,2,C,B,D,A,A,C,A,517.26,B
20,M,1,3,1,2,1,419,466.8,379.8,518.6,460,C,D,9,B,B,D,A,A,D,A,448.84,B
18,F,1,3,1,2,1,426.9,420.5,464.5,408.2,460,A,D,5,B,B,C,A,A,C,A,436.02,A
18,M,1,3,1,2,1,535.7,370.1,485.6,501.6,680,B,C,3,H,C,D,A,B,D,C,514.6,B
19,F,2,3,1,2,1,438.1,537.7,540.4,527.2,480,B,D,5,B,B,C,A,A,C,A,504.68,B
17,F,1,1,1,3,1,629,602.4,595.9,764.4,960,F,F,4,O,E,E,D,A,E,D,710.34,B
17,F,1,1,1,2,1,446.3,476.9,488.4,476.3,760,E,D,5,E,B,C,B,B,E,B,529.58,B
17,M,1,1,1,2,1,536.3,540.2,494.6,555.7,840,C,B,6,C,B,D,A,B,C,A,593.36,B
17,F,0,1,1,2,,530.7,484.5,468.2,543.4,880,E,E,4,G,C,D,B,A,D,B,581.36,B
18,M,1,1,1,2,1,345.6,391.2,484.2,485.5,620,D,D,2,B,B,B,A,A,D,B,465.3,A
20,M,1,3,,2,1,397.4,379.1,503.7,392,440,B,H,4,B,B,C,A,A,B,A,422.44,A
18,M,1,3,1,2,1,482,452.3,420.1,464.8,520,B,H,3,B,B,C,A,A,C,A,467.84,B
18,M,1,1,1,2,1,390.9,403.4,479,449.3,440,C,E,5,B,C,D,A,B,D,A,432.52,A
17,F,1,1,1,2,,443.6,415.8,484.7,368.5,300,H,B,4,A,C,C,B,B,C,B,402.52,B
18,F,1,3,1,2,1,496,547.5,538.6,413.5,520,E,F,4,B,B,C,B,A,D,A,503.12,B
17,M,1,2,1,2,2,494.2,540.5,504.6,646.1,600,B,G,5,E,B,D,A,B,C,B,557.08,B
17,F,1,3,1,3,,493.8,526.9,513,524.1,700,F,G,4,I,B,D,A,A,E,B,551.56,B
17,F,1,1,1,2,1,476.6,584.3,577.4,530,800,E,E,4,G,C,C,B,A,B,B,593.66,B
18,F,1,0,1,2,1,571.8,659,627.3,725.7,820,E,G,2,I,B,C,A,A,C,B,680.76,B
18,F,1,3,1,2,1,457.7,471.6,499.5,450.4,440,A,B,4,B,B,C,A,A,A,A,463.84,A
17,F,1,3,1,3,1,552.9,534.6,540.5,518.2,720,E,G,5,E,B,C,B,A,C,B,573.24,B
17,F,1,2,1,3,1,531.3,582.3,554.8,543.8,900,D,C,3,C,B,C,B,A,B,B,622.44,B
18,M,1,3,1,2,1,471.7,454,489.9,559.6,540,C,B,5,A,B,B,A,A,B,A,503.04,B
17,M,1,3,1,2,1,565.9,596.7,605.4,783,940,F,F,3,B,B,B,A,B,B,A,698.2,B
18,F,1,3,1,2,1,533.8,489.8,515.4,416.8,700,D,D,4,D,B,C,A,A,B,A,531.16,B
18,M,1,1,1,2,1,624.7,630.9,589.9,703.7,620,E,G,3,G,C,D,C,A,D,C,633.84,B
17,F,0,3,1,2,1,417,532.8,548.9,469,580,F,E,7,D,C,E,B,A,E,B,509.54,B
18,F,1,1,1,2,1,450.5,334.8,459.1,541.5,620,C,C,4,B,B,C,A,A,B,A,481.18,A
24,M,1,3,,2,,422.4,473.5,443.2,529.9,640,B,D,3,B,B,C,A,A,B,B,501.8,B
17,F,1,1,1,2,1,394,438,489.1,520.7,580,B,B,5,B,B,D,A,B,C,A,484.36,A
19,M,1,3,1,2,1,460.6,545.8,515,537.7,740,B,D,5,C,B,C,A,A,E,B,559.82,B
17,M,1,1,1,2,1,432.1,452.9,483.7,634.5,580,E,D,4,G,C,D,B,A,E,B,516.64,B
16,F,0,1,1,3,1,560.4,564.7,586.3,624.1,780,E,F,4,E,C,C,A,A,D,B,623.1,B
17,M,1,4,1,2,1,447.2,380.7,485.5,536.7,460,F,D,4,C,B,C,B,B,C,A,462.02,B
19,M,3,1,1,2,1,356.5,533.2,596.7,447.2,720,D,F,4,C,B,C,A,A,C,A,530.72,B
17,F,0,3,1,3,,618.3,635.6,603.3,717.8,900,F,F,3,I,C,D,B,B,E,A,695,B
18,F,1,1,1,2,1,345.1,553.6,484.7,389.5,660,E,C,3,F,C,E,A,A,D,B,486.58,B
18,F,1,3,1,2,,463.9,520.4,554.5,567.1,760,F,E,3,C,B,C,B,A,D,B,573.18,B
17,M,1,3,1,3,,367.5,472.5,470.5,534.8,540,E,E,5,C,B,C,A,A,C,B,477.06,B
18,M,1,3,1,2,1,466.7,498.8,565.2,616.7,820,C,E,4,C,C,C,B,A,D,B,593.48,B
16,M,1,1,1,2,,491.2,480.8,409.7,473.5,720,B,D,5,B,B,D,A,A,D,A,515.04,B
17,F,1,3,1,2,1,382.5,415.4,496.8,436.6,620,B,B,4,A,B,C,A,B,B,A,470.26,A
21,M,1,2,1,2,1,349.8,510,393.5,382.1,540,D,C,8,B,B,D,A,A,A,A,435.08,A
17,F,1,1,1,3,,539.1,524.6,549.9,609.9,800,D,E,5,B,B,C,A,A,C,A,604.7,A
20,M,1,2,1,2,1,443.4,515.1,503.4,490,560,C,C,3,B,B,C,A,B,D,A,502.38,B
17,F,1,4,1,2,1,594.7,575.7,539.6,602.9,800,C,E,4,C,C,C,A,A,C,B,622.58,B
18,M,1,3,1,2,1,591.9,624.2,593.8,712.7,780,A,B,4,C,B,C,B,A,C,A,660.52,B
17,F,1,3,1,3,,538,415.4,515.9,573.1,600,E,E,3,I,B,C,A,A,D,B,528.48,B
19,M,1,1,1,2,1,401.4,431.7,375.2,402.4,480,B,B,5,B,B,C,A,A,E,A,418.14,A
17,M,1,2,1,2,1,389.8,558.3,539,607.6,740,C,D,5,B,B,C,A,A,C,A,566.94,B
18,M,1,3,1,2,1,380.3,454.2,390.8,417.7,420,C,E,3,B,B,C,A,A,B,A,412.6,A
17,F,1,1,1,2,1,591.9,606.3,589.1,607,920,F,B,4,C,B,B,B,A,D,A,662.86,B
18,F,1,1,1,2,1,370.7,484.4,472,398.6,680,B,E,5,C,B,D,A,B,C,A,481.14,B
18,F,1,3,1,2,1,464.6,492.3,494.8,405.2,640,B,D,7,B,B,C,A,B,B,A,499.38,B
16,F,1,1,1,2,,363.1,447,428.2,517.6,560,H,F,3,B,B,D,A,A,C,B,463.18,B
17,F,1,3,1,2,1,367.4,505.9,539.4,544.8,680,A,E,4,B,B,C,A,A,C,A,527.5,B
18,F,1,3,1,3,1,462.4,400.4,501.5,545.6,640,F,E,3,C,C,D,B,A,D,B,509.98,B
16,F,1,1,1,3,1,614.6,682,591.3,833.7,960,D,F,4,H,C,D,C,A,E,C,736.32,B
18,F,1,3,1,2,1,461.4,506.8,525.8,429,560,B,E,5,B,B,D,A,A,C,A,496.6,A
17,F,1,3,1,2,1,447,369.3,446,401.7,280,C,D,5,B,B,C,A,A,B,A,388.8,B
18,M,1,3,1,2,1,516.8,508.7,509.7,572.9,620,E,G,2,C,B,D,A,B,C,B,545.62,B
17,F,1,3,1,2,1,379.1,495.9,417.9,395.2,500,E,E,5,D,B,C,A,B,E,A,437.62,B
17,F,1,0,1,2,1,393.7,429.3,486,373.6,340,E,B,8,F,C,C,B,A,E,A,404.52,B
16,F,1,1,1,2,1,584.2,591.8,594.3,548.4,760,H,C,2,C,B,C,A,A,C,B,615.74,B
19,F,1,1,1,2,1,380.9,439.1,526,533.1,580,B,B,7,B,B,D,A,A,C,A,491.82,B
17,F,1,3,1,3,1,565.1,549.2,602.7,621.4,880,E,F,3,D,D,D,B,A,D,B,643.68,B
17,F,1,3,1,2,1,489.8,507.7,579.5,408.7,560,E,D,5,E,B,C,A,B,D,A,509.14,B
18,F,1,3,1,2,1,529,586.9,554,448,720,D,E,3,D,B,C,A,A,B,A,567.58,A
17,F,1,1,1,2,,493.2,414.6,524.2,589.4,780,B,D,3,C,B,C,A,A,D,B,560.28,B
17,F,0,1,1,2,,336.8,407.2,493.4,431.6,600,E,C,4,B,B,C,A,A,D,A,453.8,B
16,F,1,3,1,2,1,451.7,520.9,528.1,626.7,640,F,E,3,C,B,C,B,A,D,B,553.48,B
17,F,1,1,1,3,1,568,577.4,578.2,710.8,960,F,F,4,P,E,D,C,A,E,C,678.88,B
17,F,1,1,1,3,1,630.9,688.2,590.5,768.6,900,F,G,2,O,D,D,B,A,C,C,715.64,B
17,F,1,1,1,2,1,336,416.6,398.4,433.8,580,E,E,4,D,C,D,B,A,E,B,432.96,B
21,F,1,2,1,2,1,439.8,359.1,414.3,394.2,460,B,B,4,A,B,B,A,A,B,A,413.48,A
19,M,1,3,,2,,411.7,426.7,452.4,379.9,480,G,E,5,D,B,C,B,B,B,B,430.14,B
19,F,0,2,1,2,1,373.4,414.1,407.9,504.9,580,B,E,7,B,B,C,A,A,C,A,456.06,B
18,F,1,3,1,2,1,557.7,568.4,589.2,530.4,740,C,D,4,B,B,D,B,A,D,B,597.14,B
18,F,1,3,1,2,1,476.6,448.2,472.2,405.1,660,E,E,3,C,B,C,A,A,D,A,492.42,B
17,M,1,3,1,2,1,453.4,536.9,419.6,510.4,800,C,C,3,B,B,C,B,B,B,B,544.06,B
18,F,1,1,1,3,1,534.7,501.9,506.3,411.6,500,E,E,5,A,B,C,B,A,E,C,490.9,A
16,F,1,3,1,3,,393.7,381.8,432.4,469.4,660,E,E,3,C,B,B,A,B,C,B,467.46,B
17,F,1,1,1,2,,536.5,580.9,533,473.1,540,B,G,5,F,C,D,A,B,C,A,532.7,B
18,M,1,3,1,2,1,398.4,527.7,476.7,589.7,480,B,C,3,C,B,C,A,A,B,B,494.5,B
17,M,1,1,1,3,,531.4,496.6,555.4,553.6,520,E,D,4,B,B,B,A,A,B,A,531.4,B
17,F,1,3,1,2,1,425.3,527.2,542.1,408.8,660,B,C,8,B,C,E,A,A,D,B,512.68,B
18,M,1,0,1,2,1,444.6,472.7,532.6,561.7,500,D,B,3,C,C,C,A,B,D,B,502.32,B
18,M,1,1,1,2,1,599.4,545.1,566.7,555.2,700,A,C,3,C,C,C,B,B,B,B,593.28,B
18,F,1,3,1,2,1,424.1,373.6,456.9,419.9,520,A,F,4,C,B,C,A,A,A,A,438.9,A
18,F,1,3,1,2,1,443.5,452.5,446.4,443.5,680,B,B,5,A,B,C,B,A,D,A,493.18,B
18,F,0,3,1,2,1,483.8,526.9,378.4,499.2,620,F,E,4,B,B,C,A,A,D,A,501.66,B
19,M,1,0,1,3,,488.5,528.4,516.8,437.8,640,F,G,5,D,B,C,B,A,E,B,522.3,B
17,M,1,2,1,2,2,492,537.5,576.1,445.3,720,C,E,5,B,B,C,A,A,C,A,554.18,B
17,F,1,3,1,2,,378.4,478.1,524.5,578.8,660,G,D,4,C,B,C,A,A,C,B,523.96,B
17,F,1,3,1,2,,464.9,496.5,509.9,435.7,600,C,C,3,B,B,C,A,A,C,A,501.4,B
18,F,1,3,1,2,1,374.7,397.8,481.3,442.2,660,B,B,3,B,B,C,A,A,D,B,471.2,B
17,F,1,1,1,3,1,530.9,539.5,584,563.2,860,F,F,3,H,D,D,B,A,D,C,615.52,B
18,F,1,3,1,2,1,383.5,531.4,561.2,422.5,520,E,E,3,B,C,C,A,B,D,B,483.72,B
17,M,1,1,1,2,1,584.1,579.3,586.5,753.1,740,B,E,4,B,B,C,A,A,C,A,648.6,B
17,M,1,1,1,3,1,635.8,704.3,672.1,811.7,940,F,G,3,N,E,E,C,A,E,C,752.78,B
16,F,1,5,1,2,1,363.7,508.5,520.2,558.3,800,E,F,4,E,B,D,B,B,E,C,550.14,B
17,F,1,2,1,2,1,496.6,536.6,566.8,611.1,720,B,B,3,C,B,B,A,A,C,A,586.22,A
17,M,1,3,1,2,1,572.7,575.6,544.7,564.4,580,C,E,5,D,B,C,B,B,B,B,567.48,A
17,F,1,3,1,2,1,529,577.5,555.1,613.2,720,C,D,5,D,C,D,A,B,D,A,598.96,A
17,F,1,1,1,2,1,454.7,434.8,528.7,554.5,780,B,E,5,B,B,B,A,A,B,A,550.54,A
17,F,1,3,1,2,1,367.9,550.5,541,473,600,E,E,4,C,B,C,A,A,C,A,506.48,A
17,M,1,2,1,3,1,637.4,681.9,619.6,732.4,940,C,D,4,B,B,B,A,A,B,A,722.26,A
17,F,1,3,1,3,1,423.4,542.5,499.6,409.9,620,B,E,5,B,B,C,A,A,C,A,499.08,B
18,F,1,3,1,2,1,457.5,466.2,567.6,605.4,380,B,D,6,A,B,C,A,B,C,A,495.34,B
17,F,1,1,1,2,1,434.4,584.7,584.1,556,640,B,D,6,C,C,C,A,B,C,A,559.84,B
18,M,1,3,1,2,1,635.7,605.9,597.7,722.5,940,A,E,4,D,C,D,A,B,D,B,700.36,A
17,F,1,1,1,2,1,570.9,634.2,645.2,569,820,E,E,3,C,C,C,A,A,C,B,647.86,B
17,M,1,2,1,2,1,575.5,577,506,659.8,640,E,E,4,C,B,C,A,A,B,B,591.66,B
16,M,1,3,1,3,1,418.6,470.6,528.6,448.6,560,E,E,12,B,B,C,A,B,B,A,485.28,B
16,F,1,3,1,2,1,393.1,408.9,462.3,471.3,480,B,C,4,A,B,C,A,A,C,A,443.12,B
18,M,1,3,1,2,1,501.4,488.3,469.4,559.7,580,D,D,5,B,B,C,A,A,C,A,519.76,B
17,F,1,3,1,2,,452.6,515.3,540.8,551.4,540,D,E,3,B,B,D,A,A,C,B,520.02,B
17,F,1,3,1,2,1,456,414.9,496.4,382.9,520,E,E,3,B,B,C,A,B,C,A,454.04,B
16,F,1,3,1,3,1,504.4,538.2,592.1,640.5,600,C,E,3,D,B,C,A,B,C,B,575.04,B
17,M,1,1,1,3,1,547.3,609.1,589.1,726.1,640,E,F,5,F,C,D,B,A,D,B,622.32,B
19,F,1,3,,2,1,396.2,453.7,506.3,394.5,460,C,E,3,B,B,C,A,A,C,A,442.14,A
16,M,1,1,1,3,1,573.4,530.6,573.4,707.9,700,D,E,2,C,B,C,A,B,C,B,617.06,A
18,F,1,3,1,2,1,483.3,583.8,544.5,389.6,720,E,G,6,E,C,D,A,B,D,A,544.24,B
18,M,1,3,1,2,1,490.2,549.3,493.1,422.4,540,B,A,4,C,B,C,A,B,D,B,499,B
18,F,1,4,1,2,1,529.8,599.7,524.6,555.4,720,B,E,3,B,B,C,A,B,C,A,585.9,B
23,F,2,1,1,2,1,419.1,397.1,461.8,428.3,500,D,D,3,B,B,C,B,B,B,A,441.26,B
17,M,1,3,1,2,1,444,479.5,508.6,555.8,640,B,D,3,A,B,B,A,A,B,A,525.58,A
17,M,1,3,1,2,,412.6,449.7,507.5,561.5,600,C,D,5,B,B,C,B,B,D,A,506.26,B
